,Unnamed: 0,ID,Utterance,Speaker,Dialogue_ID,Target
1926,1926.0,TRAIN_1926,"You’re right, you’re right I shouldn’t freak out.",Monica,202.0,neutral
1927,1927.0,TRAIN_1927,‘Cause this is what will happen when you and I have babies!,Monica,202.0,neutral
1928,1928.0,TRAIN_1928,When will that be?,Monica,202.0,neutral
1929,1929.0,TRAIN_1929,"Phoebe, would you take a look at this mess!!!!",Chandler,202.0,anger
1930,1930.0,TRAIN_1930,Hey Ross! The baby’s kicking!,Joey,203.0,joy
1931,1931.0,TRAIN_1931,What?! It is?!,Ross,203.0,surprise
1932,1932.0,TRAIN_1932,It’s not kicking right now. Although we would love to see you do  that again.,Rachel,203.0,joy
1933,1933.0,TRAIN_1933,"Hey, when-when was it kicking? What happened?",Ross,203.0,joy
1934,1934.0,TRAIN_1934,Last night! I just felt it and I went into Joey’s room and he was sleeping,Rachel,203.0,joy
1935,1935.0,TRAIN_1935,A dreamless sleep.,Joey,203.0,neutral
1936,1936.0,TRAIN_1936,"So c'mon, you guys, tell me all the dirt!",Rachel,204.0,joy
1937,1937.0,TRAIN_1937,"Well, the biggest news is still you dumping Barry at the altar!",Kiki,204.0,neutral
1938,1938.0,TRAIN_1938,Alright. Let's talk reality for a second.,Joanne,204.0,neutral
1939,1939.0,TRAIN_1939,Okay.,Rachel,204.0,neutral
1940,1940.0,TRAIN_1940,When are you coming home?,Joanne,204.0,neutral
1941,1941.0,TRAIN_1941,"What? Guys, I'm not.",Rachel,204.0,surprise
1942,1942.0,TRAIN_1942,"C'mon, this is us.",Joanne,204.0,neutral
1943,1943.0,TRAIN_1943,I'm not! This is what I'm doing now. I've got this job-,Rachel,204.0,neutral
1944,1944.0,TRAIN_1944,Waitressing?,Kiki,204.0,surprise
1945,1945.0,TRAIN_1945,"Okay, I'm not just waitressing.",Rachel,204.0,neutral
1946,1946.0,TRAIN_1946,I'm..,Rachel,204.0,neutral
1947,1947.0,TRAIN_1947,"I, um...",Rachel,204.0,neutral
1948,1948.0,TRAIN_1948,"I write the specials on the specials board, and, uh... and I, uh...",Rachel,204.0,neutral
1949,1949.0,TRAIN_1949,"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",Rachel,204.0,sadness
1950,1950.0,TRAIN_1950,"We get off around midnight, why don't we pick you up then?",Fireman No. 3,205.0,neutral
1951,1951.0,TRAIN_1951,"So, um, will you bring the truck?",Rachel,205.0,neutral
1952,1952.0,TRAIN_1952,I'll even let you ring the bell.,Fireman No. 3,205.0,neutral
1953,1953.0,TRAIN_1953,"Oh, my god.",Rachel,205.0,surprise
1954,1954.0,TRAIN_1954,"See, there you go, the cleansing works!",Phoebe,205.0,joy
1955,1955.0,TRAIN_1955,They're nice guys.,Monica,205.0,neutral
1956,1956.0,TRAIN_1956,"Oh, they're firemen guys.",Rachel,205.0,joy
1957,1957.0,TRAIN_1957,Your son.,Susan,206.0,neutral
1958,1958.0,TRAIN_1958,"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie.",Ross,206.0,anger
1959,1959.0,TRAIN_1959,"Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie.",Carol,206.0,neutral
1960,1960.0,TRAIN_1960,"What? Whoa, whoa whoa whoa, what do you mean,",Ross,206.0,surprise
1961,1961.0,TRAIN_1961,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",Carol,206.0,anger
1962,1962.0,TRAIN_1962,I got it.,Ross,206.0,neutral
1963,1963.0,TRAIN_1963,I got it.,Susan,206.0,neutral
1964,1964.0,TRAIN_1964,"I got it! Hey, you get to sleep with her, I get the cramps.",Ross,206.0,anger
1965,1965.0,TRAIN_1965,"No, you don't.",Susan,206.0,neutral
1966,1966.0,TRAIN_1966,"All right, that's it. I want both of you out.",Carol,206.0,anger
1967,1967.0,TRAIN_1967,Why?,Ross,206.0,surprise
1968,1968.0,TRAIN_1968,He started it!,Susan,206.0,anger
1969,1969.0,TRAIN_1969,"No, you started it.",Ross,206.0,anger
1970,1970.0,TRAIN_1970,"I don't care. I am trying to get a person out of my body here, and you're not making it any easier.",Carol,206.0,anger
1971,1971.0,TRAIN_1971,Now go!,Carol,206.0,anger
1972,1972.0,TRAIN_1972,Thanks a lot.,Ross,206.0,anger
1973,1973.0,TRAIN_1973,See what you did.,Susan,206.0,anger
1974,1974.0,TRAIN_1974,"Yeah, listen...",Ross,206.0,neutral
1975,1975.0,TRAIN_1975,Out,Carol,206.0,anger
1976,1976.0,TRAIN_1976,"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir?  Why? What did I say?",Monica,207.0,joy
1977,1977.0,TRAIN_1977,"Well, you just asked if I wanted to go to bed with you tonight.",Mischa,207.0,neutral
1978,1978.0,TRAIN_1978,Oh my God! No wonder I get such great service at Cafe Maurice.,Monica,207.0,surprise
1979,1979.0,TRAIN_1979,"Knock, knock, knock, knock, hi.",Phoebe,207.0,neutral
1980,1980.0,TRAIN_1980,"Um, could you please tell Sergei that um, I was fascinated by what Boutros Boutros Gali said in the New York Times.",Phoebe,207.0,neutral
1981,1981.0,TRAIN_1981,You didn’t say Boutros Boutros Gali.,Phoebe,207.0,neutral
1982,1982.0,TRAIN_1982,Boutros Boutros Gali.,Mischa,207.0,neutral
1983,1983.0,TRAIN_1983,He says he was too.,Mischa,207.0,neutral
1984,1984.0,TRAIN_1984,Interesting.,Phoebe,207.0,neutral
1985,1985.0,TRAIN_1985,So I was wondering....,Mischa,207.0,neutral
1986,1986.0,TRAIN_1986,"Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.",Phoebe,207.0,joy
1987,1987.0,TRAIN_1987,"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.",Mischa,207.0,joy
1988,1988.0,TRAIN_1988,So you're a chef?,Mischa,207.0,neutral
1989,1989.0,TRAIN_1989,I’m also thinking about opening up my own restaurant.,Monica,207.0,joy
1990,1990.0,TRAIN_1990,"Oh, really.",Mischa,207.0,surprise
1991,1991.0,TRAIN_1991,"Monica, can I talk to you behind my menu, please.  What are you doing?",Phoebe,207.0,neutral
1992,1992.0,TRAIN_1992,"Well, I was having a conversation.",Monica,207.0,neutral
1993,1993.0,TRAIN_1993,"Yeah but, Mischa is so interested in you, that Sergei and I haven’t been able to say two words to each other.",Phoebe,207.0,anger
1994,1994.0,TRAIN_1994,What do you want me to do? Just sit here silently while you three have a conversation?,Monica,207.0,anger
1995,1995.0,TRAIN_1995,That would be great. Thank you.,Phoebe,207.0,neutral
1996,1996.0,TRAIN_1996,so we finally get to the top of the mountain and airhead here  forgets the camera!,Danny,208.0,disgust
1997,1997.0,TRAIN_1997,"Oh, y'know the same thing happened to me one time.",Joey,208.0,neutral
1998,1998.0,TRAIN_1998,When did that happen to you?!,Chandler,208.0,surprise
1999,1999.0,TRAIN_1999,Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture—I didn't have my camera!,Joey,208.0,neutral
2000,2000.0,TRAIN_2000,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",Chandler,208.0,disgust
2001,2001.0,TRAIN_2001,"Oh, this is so good  you have got to try it.",Krista,208.0,joy
2002,2002.0,TRAIN_2002,"Oh, damn! I got it on my pants.",Danny,208.0,anger
2003,2003.0,TRAIN_2003,"Here, I'll get it.",Krista,208.0,neutral
2004,2004.0,TRAIN_2004,We'd better take these pants off upstairs or that stain's gonna set.,Krista,208.0,neutral
2005,2005.0,TRAIN_2005,Yep.  I'm gonna wear these on our date tonight.,Danny,208.0,joy
2006,2006.0,TRAIN_2006,"Oh, great!",Rachel,208.0,surprise
2007,2007.0,TRAIN_2007,"Okay, bye!  Oh my God!!",Chandler,208.0,joy
2008,2008.0,TRAIN_2008,That was unbelievable!,Monica,208.0,surprise
2009,2009.0,TRAIN_2009,"Yeah, wow, sorry Rach.",Joey,208.0,sadness
2010,2010.0,TRAIN_2010,I don't believe they're brother and sister.,Chandler,208.0,surprise
2011,2011.0,TRAIN_2011,They're brother and sister!!!,Joey,208.0,surprise
2012,2012.0,TRAIN_2012,Action!,The Director,209.0,neutral
2013,2013.0,TRAIN_2013,I found the picture!,Richard,210.0,anger
2014,2014.0,TRAIN_2014,What picture?!,Joey,210.0,surprise
2015,2015.0,TRAIN_2015,The picture of my wife! In your pack!,Richard,210.0,anger
2016,2016.0,TRAIN_2016,You went through my personal property?,Joey,210.0,anger
2017,2017.0,TRAIN_2017,Why do have a picture of Paulette in your pack?!,Richard,210.0,anger
2018,2018.0,TRAIN_2018,"Because Vincent, we were lovers.  For two years!",Joey,210.0,anger
2019,2019.0,TRAIN_2019,Cut! Wonderful!,The Director,210.0,joy
2020,2020.0,TRAIN_2020,Great scene yeah?,Joey,210.0,joy
2021,2021.0,TRAIN_2021,"Oh you’re awesome! And, in that last speech? You soaked me.",Richard,210.0,joy
2022,2022.0,TRAIN_2022,Here’s your call sheet for tomorrow.,The Assistant Director,210.0,neutral
2023,2023.0,TRAIN_2023,I know.,Phoebe,210.0,neutral
2024,2024.0,TRAIN_2024,"So Chandler, your parents must’ve been thrilled when you told them you were engaged.",Mrs. Geller,211.0,joy
2025,2025.0,TRAIN_2025,"Oh yeah, I should probably call them.",Chandler,211.0,neutral
2026,2026.0,TRAIN_2026,I remember when we first got engaged.,Mr. Geller,211.0,joy
2027,2027.0,TRAIN_2027,"Oh, I don’t think I ever heard that story.",Chandler,211.0,neutral
2028,2028.0,TRAIN_2028,"Well, I’d gotten Judy pregnant. I still don’t know how that happened.",Mr. Geller,211.0,joy
2029,2029.0,TRAIN_2029,You don’t know how that happened?! Your dog thought my diaphragm was a chew toy!,Mrs. Geller,211.0,disgust
2030,2030.0,TRAIN_2030,What a sweet story.,Chandler,211.0,neutral
2031,2031.0,TRAIN_2031,"Well, at least you’re not hearing it for the first time at your fifth grade Halloween party.",Monica,211.0,disgust
2032,2032.0,TRAIN_2032,What?! They wanted a scary story!,Mr. Geller,211.0,surprise
2033,2033.0,TRAIN_2033,"Anyway, we’re really excited about our wedding plans, and well I guess pretty soon we’ll be making a big withdrawal from the Monica wedding fund.",Monica,211.0,joy
2034,2034.0,TRAIN_2034,What?,Monica,211.0,surprise
2035,2035.0,TRAIN_2035,"You tell her Jack, I can’t do it.",Mrs. Geller,211.0,fear
2036,2036.0,TRAIN_2036,What happened? You still have the Monica wedding fund don’t you?,Monica,211.0,surprise
2037,2037.0,TRAIN_2037,"We have it. Only now, we call it the beach house.",Mr. Geller,211.0,neutral
2038,2038.0,TRAIN_2038,"After applying the Waxine and linen strips to leg number one,",Phoebe,212.0,neutral
2039,2039.0,TRAIN_2039,Did that!,Monica,212.0,joy
2040,2040.0,TRAIN_2040,Grasp one of the linen strips by its ‘easy grab tab’ and pull it off in one quick pain free motion.,Phoebe,212.0,neutral
2041,2041.0,TRAIN_2041,Okay.  Ow!!!!! Ow-oh-oh!,Monica,212.0,surprise
2042,2042.0,TRAIN_2042,Was it not pain-free?,Phoebe,212.0,surprise
2043,2043.0,TRAIN_2043,"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.",Monica,212.0,disgust
2044,2044.0,TRAIN_2044,"Huh, well, the girls in the satin nighties on the commercial don’t seem to think it’s that bad.",Phoebe,212.0,neutral
2045,2045.0,TRAIN_2045,That’s because their nerves are probably deadened from being so stupid.,Monica,212.0,anger
2046,2046.0,TRAIN_2046,"But hey, y'know if you don’t believe me, please, by my guest.",Monica,212.0,neutral
2047,2047.0,TRAIN_2047,Ow-ow-ow-ow! Oh my God!!!,Phoebe,212.0,surprise
2048,2048.0,TRAIN_2048,"Now umm, remember I’m still learning.",Ross,213.0,neutral
2049,2049.0,TRAIN_2049,"One, two, three, four!",Ross,213.0,neutral
2050,2050.0,TRAIN_2050,You know the song! Sing along!,Ross,213.0,joy
2051,2051.0,TRAIN_2051,So?,Ross,213.0,neutral
2052,2052.0,TRAIN_2052,No!,Chandler,213.0,sadness
2053,2053.0,TRAIN_2053,Oh my God! That’s David!,Phoebe,214.0,surprise
2054,2054.0,TRAIN_2054,David who?,Monica,214.0,neutral
2055,2055.0,TRAIN_2055,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",Phoebe,214.0,sadness
2056,2056.0,TRAIN_2056,Oh my God!,David,214.0,surprise
2057,2057.0,TRAIN_2057,"Oh, you say someone’s name enough, they turn around.",Phoebe,214.0,neutral
2058,2058.0,TRAIN_2058,Phoebe?,David,214.0,surprise
2059,2059.0,TRAIN_2059,David!  What-what are you doing here? Aren’t you supposed to be in Russia?,Phoebe,214.0,surprise
2060,2060.0,TRAIN_2060,"Yeah, I’m just, I’m just in town for a conference. Umm,",David,214.0,neutral
2061,2061.0,TRAIN_2061,Well… Yeah. You look great too. Did you get a haircut?,Phoebe,214.0,joy
2062,2062.0,TRAIN_2062,Yeah. Well I-I got like thirty of them.,David,214.0,neutral
2063,2063.0,TRAIN_2063,Yeah.,Phoebe,214.0,neutral
2064,2064.0,TRAIN_2064,Yes! Santa's coming!,Ross,215.0,joy
2065,2065.0,TRAIN_2065,"Hey, uh, I’m really, really sorry about what happened in the cafeteria today.",Ross,216.0,sadness
2066,2066.0,TRAIN_2066,"It’s no big deal. Hey, y’know, you do what you gotta do. Right?",Joey,216.0,neutral
2067,2067.0,TRAIN_2067,"But hey, it’s not just me, I mean the scientists and the tour guides",Ross,216.0,neutral
2068,2068.0,TRAIN_2068,Whatever.,Joey,217.0,neutral
2069,2069.0,TRAIN_2069,"Okay, Mon, back me up here.",Ross,218.0,neutral
2070,2070.0,TRAIN_2070,"Where you work the uh, waiters eat with the waiters, right?",Ross,218.0,neutral
2071,2071.0,TRAIN_2071,"And the chefs eat with the other chefs, right?",Ross,218.0,neutral
2072,2072.0,TRAIN_2072,I eat by myself in the alley because everybody hates me.,Monica,218.0,sadness
2073,2073.0,TRAIN_2073,"Look, Ross, really it’s-it’s no big deal.",Joey,218.0,neutral
2074,2074.0,TRAIN_2074,"Y’know you wear a white coat, I wear a blue blazer, if that means we can’t be friends at work, then so be it.",Joey,218.0,sadness
2075,2075.0,TRAIN_2075,"Y’know, hey I understand.",Joey,218.0,neutral
2076,2076.0,TRAIN_2076,Y’know?,Joey,218.0,neutral
2077,2077.0,TRAIN_2077,"Hey, when I’m in a play and you’re in the audience, I don’t talk to you, right?",Joey,218.0,neutral
2078,2078.0,TRAIN_2078,"So it’s y’know, it’s uh, it’s cool.",Joey,218.0,neutral
2079,2079.0,TRAIN_2079,I’ll see you tomorrow.,Joey,218.0,neutral
2080,2080.0,TRAIN_2080,"Yeah, when we’re in the audience he doesn’t talk to us, but he does wave.",Rachel,218.0,neutral
2081,2081.0,TRAIN_2081,You did look like an idiot.,Chandler,219.0,joy
2082,2082.0,TRAIN_2082,"Hey, I wasn't the only one who looked like an idiot.",Joey,219.0,neutral
2083,2083.0,TRAIN_2083,All right?,Joey,219.0,neutral
2084,2084.0,TRAIN_2084,"Remember when Ross tried to say, ""Butternut squash?""",Joey,219.0,joy
2085,2085.0,TRAIN_2085,"And it came out, ""Squatternut buash?""",Joey,219.0,joy
2086,2086.0,TRAIN_2086,Yeah that's the same.,Ross,219.0,neutral
2087,2087.0,TRAIN_2087,That's it. That's my worse Thanksgiving.,Monica,219.0,sadness
2088,2088.0,TRAIN_2088,Oh wait! That can't be the one Rachel's talking about. She didn't even know that happened. So which one was it?,Phoebe,219.0,neutral
2089,2089.0,TRAIN_2089,"Umm, I-I really don't want to tell this story.",Monica,219.0,sadness
2090,2090.0,TRAIN_2090,"Oh, come on Monica, reliving past pain and getting depressed is what Thanksgiving is all about.",Chandler,219.0,neutral
2091,2091.0,TRAIN_2091,"Y'know, for me anyway.",Chandler,219.0,sadness
2092,2092.0,TRAIN_2092,"And of course, the Indians.",Chandler,219.0,sadness
2093,2093.0,TRAIN_2093,"Look umm, of all people, you do not want me to tell this story!",Monica,219.0,anger
2094,2094.0,TRAIN_2094,"Hi, guys.",Phoebe,220.0,neutral
2095,2095.0,TRAIN_2095,Hi! Phoebe.,Rachel,220.0,joy
2096,2096.0,TRAIN_2096,Hi Phoebe.,Monica,220.0,neutral
2097,2097.0,TRAIN_2097,"I-I wanted to apologise if I—y’know seemed a tad edgy yesterday at my shower. Y’know it’s just the hormones, y’know.",Phoebe,220.0,sadness
2098,2098.0,TRAIN_2098,No we,Rachel,220.0,neutral
2099,2099.0,TRAIN_2099,Hormones.,Monica,220.0,neutral
2100,2100.0,TRAIN_2100,"hormones, yeah.",Rachel,220.0,neutral
2101,2101.0,TRAIN_2101,Your parents’?,Rachel,221.0,neutral
2102,2102.0,TRAIN_2102,"Yeah, they’re out of town.",Joshua,221.0,neutral
2103,2103.0,TRAIN_2103,Ohh.,Rachel,221.0,surprise
2104,2104.0,TRAIN_2104,"Yeah-yeah, it’s this",Joshua,221.0,neutral
2105,2105.0,TRAIN_2105,Yeah that works.,Rachel,221.0,neutral
2106,2106.0,TRAIN_2106,They-they-they can smell fear.,Joshua,221.0,fear
2107,2107.0,TRAIN_2107,Bing! Ho! And the Bing-ette!,Doug,222.0,joy
2108,2108.0,TRAIN_2108,"Honey, you remember my boss Doug right?",Chandler,222.0,neutral
2109,2109.0,TRAIN_2109,"Yes, hi.",Monica,222.0,neutral
2110,2110.0,TRAIN_2110,"Hi. So good news, the divorce is final. I signed the papers this A.M.",Doug,222.0,joy
2111,2111.0,TRAIN_2111,"I didn’t know you and Carol were getting divorced, I’m sorry.",Chandler,222.0,sadness
2112,2112.0,TRAIN_2112,"Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!",Doug,222.0,joy
2113,2113.0,TRAIN_2113,No leg-chewing for us sir.,Monica,222.0,neutral
2114,2114.0,TRAIN_2114,"Oh well, give it time.",Doug,222.0,neutral
2115,2115.0,TRAIN_2115,"So the divorce, the marriage, we’ve got a lot to celebrate.",Doug,222.0,joy
2116,2116.0,TRAIN_2116,How about we all go out to dinner tomorrow night?,Doug,222.0,neutral
2117,2117.0,TRAIN_2117,"Tomorrow night it is then, I should be out of court by six.",Doug,222.0,joy
2118,2118.0,TRAIN_2118,They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!,Doug,222.0,joy
2119,2119.0,TRAIN_2119,"Okay, I’ll see you tomorrow!",Monica,222.0,joy
2120,2120.0,TRAIN_2120,"Just so you know, we’re not seeing him tomorrow.",Monica,222.0,neutral
2121,2121.0,TRAIN_2121,I-I cannot spend another evening with that man.,Monica,222.0,disgust
2122,2122.0,TRAIN_2122,Do you remember how he behaved at our wedding?,Monica,222.0,disgust
2123,2123.0,TRAIN_2123,No.,Chandler,222.0,neutral
2124,2124.0,TRAIN_2124,That’s because he wasn’t invited because of the way he behaved at our engagement party.,Monica,222.0,disgust
2125,2125.0,TRAIN_2125,"Oh yeah. Boy, urine cuts",Chandler,222.0,disgust
2126,2126.0,TRAIN_2126,"Now maybe you just like wanna but the whole duck in there! Who cares, y'know? Now I got the legs",Emeril,223.0,neutral
2127,2127.0,TRAIN_2127,"How many times have I told you guys, you",Chandler,223.0,neutral
2128,2128.0,TRAIN_2128,Hi Chandler.,Monica,223.0,neutral
2129,2129.0,TRAIN_2129,Hey!,Chandler,223.0,neutral
2130,2130.0,TRAIN_2130,"Uh, listen, I need that broiling pan that Joey borrowed the other day.",Monica,223.0,neutral
2131,2131.0,TRAIN_2131,"Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.",Chandler,223.0,sadness
2132,2132.0,TRAIN_2132,William Sonoma,Monica,223.0,neutral
2133,2133.0,TRAIN_2133,Expect it in 4-6 weeks.,Chandler,223.0,neutral
2134,2134.0,TRAIN_2134,"Umm, hey, umm, Joey's gonna be at the telethon for the rest of the day, we have the whole place to ourselves.",Chandler,223.0,neutral
2135,2135.0,TRAIN_2135,"Yeah, so?",Monica,223.0,neutral
2136,2136.0,TRAIN_2136,"Well I just, thought maybe you'd wanna book some time with the best you'd ever had.",Chandler,223.0,neutral
2137,2137.0,TRAIN_2137,"Y'know what, champ? I think I'll pass.",Monica,223.0,neutral
2138,2138.0,TRAIN_2138,Why?,Chandler,223.0,surprise
2139,2139.0,TRAIN_2139,Why?,Monica,223.0,neutral
2140,2140.0,TRAIN_2140,What's your point?,Chandler,223.0,neutral
2141,2141.0,TRAIN_2141,"So uh, what’s your name?",Joey,224.0,neutral
2142,2142.0,TRAIN_2142,It's Jake.,Man,224.0,neutral
2143,2143.0,TRAIN_2143,"Joey.  Hey Jake, do you like the Knicks?",Joey,224.0,neutral
2144,2144.0,TRAIN_2144,"Yeah, big fan.",Jake,224.0,neutral
2145,2145.0,TRAIN_2145,"Me too! There’s a game on Tuesday, do you wanna go?",Joey,224.0,joy
2146,2146.0,TRAIN_2146,Yeah that would be great! Let me make sure I’m not doing anything Tuesday.,Jake,224.0,joy
2147,2147.0,TRAIN_2147,Ugh.  Ross!,Carol,225.0,disgust
2148,2148.0,TRAIN_2148,Hi! Sorry I’m late. Were you sleeping?,Ross,225.0,neutral
2149,2149.0,TRAIN_2149,"Ahh, nooo!!",Carol,225.0,joy
2150,2150.0,TRAIN_2150,"Oh, great!",Ross,225.0,joy
2151,2151.0,TRAIN_2151,"Listen, oh I had to get you a whole new battery.",Ross,225.0,neutral
2152,2152.0,TRAIN_2152,"I got you the best one I could, ‘cause that’s not where you want to skimp.",Ross,225.0,neutral
2153,2153.0,TRAIN_2153,"You’re a genius, Ross.",Carol,225.0,joy
2154,2154.0,TRAIN_2154,"Yeah, well it came to about $112, but what the hell, just call it an even 110?",Ross,225.0,neutral
2155,2155.0,TRAIN_2155,"Okay, I’ll pay you tomorrow.",Carol,225.0,neutral
2156,2156.0,TRAIN_2156,"So they ah, they all took off, it was pretty hard watching them go, y'know?",Ross,225.0,sadness
2157,2157.0,TRAIN_2157,"Yeah, okay, bye.",Carol,225.0,neutral
2158,2158.0,TRAIN_2158,So I’m gonna take off then!,Ross,225.0,neutral
2159,2159.0,TRAIN_2159,"Hey! Oh right, tonight was your party.",Rachel,226.0,surprise
2160,2160.0,TRAIN_2160,"Oh wow, you look great! Glad you could make it.",Danny,226.0,joy
2161,2161.0,TRAIN_2161,"Oh well, y'know, the gala had to end sometime.",Rachel,226.0,neutral
2162,2162.0,TRAIN_2162,"Don't go anywhere, I'll be right back.",Danny,226.0,neutral
2163,2163.0,TRAIN_2163,"Yeah, sure.  All right, whose court is the ball in now?",Rachel,226.0,neutral
2164,2164.0,TRAIN_2164,I thought there wasn't a ball?,Monica,226.0,neutral
2165,2165.0,TRAIN_2165,"Oh, come on! He's glad that I came, he doesn't want me to go anywhere, balls flying all over the place!",Rachel,226.0,neutral
2166,2166.0,TRAIN_2166,"Rachel, this is my friend Tom.",Danny,226.0,neutral
2167,2167.0,TRAIN_2167,"Oh, go on! You telling people about me?",Rachel,226.0,surprise
2168,2168.0,TRAIN_2168,You two could really hit it off! I'm gonna go mingle.,Danny,226.0,joy
2169,2169.0,TRAIN_2169,So you work at,Tom,226.0,neutral
2170,2170.0,TRAIN_2170,"Yeah, okay, at ease solider!",Rachel,226.0,neutral
2171,2171.0,TRAIN_2171,I'm sorry?,Tom,226.0,surprise
2172,2172.0,TRAIN_2172,"No, it's all right, you can just drop the act Tommy.",Rachel,226.0,neutral
2173,2173.0,TRAIN_2173,"I'm gonna go talk to uh, a friend.",Tom,226.0,sadness
2174,2174.0,TRAIN_2174,"Yeah, yeah, you go talk to your friend. You tell him, ""Nice try.""",Rachel,226.0,disgust
2175,2175.0,TRAIN_2175,Man! He just keeps lobbing them up and I just keep knocking them right out of the park!,Rachel,226.0,joy
2176,2176.0,TRAIN_2176,I think I need a drink.,Monica,226.0,neutral
2177,2177.0,TRAIN_2177,Yeah!,Rachel,226.0,joy
2178,2178.0,TRAIN_2178,"Hey, Pheebs?",Joey,227.0,neutral
2179,2179.0,TRAIN_2179,"No, I can't talk to you! I don't have a fancy ad in the Yellow Pages!",Phoebe,228.0,anger
2180,2180.0,TRAIN_2180,"Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.",Joey,228.0,sadness
2181,2181.0,TRAIN_2181,"And-and I promise, I won't touch a guitar until you say I'm ready.",Joey,228.0,neutral
2182,2182.0,TRAIN_2182,You really think I'm ready?,Joey,228.0,surprise
2183,2183.0,TRAIN_2183,Uh-huh!,Phoebe,228.0,joy
2184,2184.0,TRAIN_2184,Wow! Cool!,Joey,228.0,joy
2185,2185.0,TRAIN_2185,Was the chord at least right,Joey,228.0,neutral
2186,2186.0,TRAIN_2186,No!,Phoebe,228.0,anger
2187,2187.0,TRAIN_2187,"Well, this has been fun.",Jill,229.0,neutral
2188,2188.0,TRAIN_2188,"Yes. Yes, thanks for letting me use your phone... and for saving my life.",Chandler,229.0,joy
2189,2189.0,TRAIN_2189,"Well, goodbye Chandler. I had a great blackout.  See ya.",Jill,229.0,neutral
2190,2190.0,TRAIN_2190,"Hi, um, I'm account number 7143457.",Chandler,229.0,neutral
2191,2191.0,TRAIN_2191,"And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",Chandler,229.0,neutral
2192,2192.0,TRAIN_2192,We’re beginning to see a lot of layering of sheer fabrics and colours. For instance a sheer navy blouse over a pink....,Lecturer,230.0,neutral
2193,2193.0,TRAIN_2193,I’m really glad we came.  You’re so pretty. I love you.,Ross,230.0,joy
2194,2194.0,TRAIN_2194,"Okay, that’s a fire. Oh yeah. Oh yeah.",Ross,231.0,neutral
2195,2195.0,TRAIN_2195,"Excuse me, I’m sorry, I’m gonna have to call you back, I’ve got a Schemp in my office.",Rachel,231.0,neutral
2196,2196.0,TRAIN_2196,What are you doing?,Rachel,231.0,neutral
2197,2197.0,TRAIN_2197,I’m sorry.,Ross,231.0,neutral
2198,2198.0,TRAIN_2198,"But ah, hey, oh, somebody’s off the phone, how ‘bout a glass of wine by the fire, I could get it going again.",Ross,231.0,neutral
2199,2199.0,TRAIN_2199,"Ross you’re not listening to me, I don’t have time to stop.",Rachel,231.0,neutral
2200,2200.0,TRAIN_2200,"Come on Rach, you don’t have what, ten minutes?",Ross,231.0,neutral
2201,2201.0,TRAIN_2201,I don’t have ten minutes!!,Rachel,231.0,anger
2202,2202.0,TRAIN_2202,"What?  Sophie, does she have ten minutes?",Ross,231.0,neutral
2203,2203.0,TRAIN_2203,"Hey, Ross!!! I told you I don’t!",Rachel,231.0,anger
2204,2204.0,TRAIN_2204,"Don’t yell at me okay, this is the most I’ve seen you all week.",Ross,231.0,sadness
2205,2205.0,TRAIN_2205,"Look, I cannot do this right now, okay, I’ve got a deadline, would you just go home, I’ll talk to you later.",Rachel,231.0,neutral
2206,2206.0,TRAIN_2206,"Yeah, but wait...",Ross,231.0,neutral
2207,2207.0,TRAIN_2207,Good bye!,Rachel,231.0,neutral
2208,2208.0,TRAIN_2208,"Actually, that’s our three hole punch.",Sophie,231.0,neutral
2209,2209.0,TRAIN_2209,Oh yeah? When?,Monica,232.0,surprise
2210,2210.0,TRAIN_2210,I'll tell you what.,Chandler,232.0,neutral
2211,2211.0,TRAIN_2211,"When we're 40, if neither one of us are married, what do you say you and I get together and have one?",Chandler,232.0,neutral
2212,2212.0,TRAIN_2212,Why won't I be married when I'm 40?,Monica,232.0,surprise
2213,2213.0,TRAIN_2213,"Oh, no, no. I just meant hypothetically.",Chandler,232.0,neutral
2214,2214.0,TRAIN_2214,"Ok, hypothetically, why won't I be married when I'm 40?",Monica,232.0,anger
2215,2215.0,TRAIN_2215,"No, no, no.",Chandler,232.0,neutral
2216,2216.0,TRAIN_2216,What is it? Is there something fundamentally unmarriable about me?,Monica,232.0,anger
2217,2217.0,TRAIN_2217,"Uh, uh.",Chandler,232.0,neutral
2218,2218.0,TRAIN_2218,Well?,Monica,232.0,surprise
