,ID,Utterance,Speaker,Dialogue_ID,Target
3187,TRAIN_3187,"It-it-it’s no big deal, all right, I’m-I’m cool.",Monica,336,fear
3188,TRAIN_3188,You gotta help me out with a couple more boxes!,Monica,336,sadness
3189,TRAIN_3189,"Mon, look at yourself. You have cookie on your neck.",Ross,336,disgust
3190,TRAIN_3190,Oh God!,Monica,336,sadness
3191,TRAIN_3191,"So, how many have you sold so far?",Chandler,336,neutral
3192,TRAIN_3192,Check this out. Five hundred and seventeen boxes!,Ross,336,surprise
3193,TRAIN_3193,"Oh my God, how did you do that?",Chandler,336,surprise
3194,TRAIN_3194,"Okay, the other night I was leaving the museum just as ‘Laser Floyd’ was letting out of the planetarium, without even trying I sold 50 boxes!",Ross,336,joy
3195,TRAIN_3195,"That’s when it occurred to me, the key to my success, ‘the munchies.’ So I ah, started hitting the NYU dorms around midnight.",Ross,336,joy
3196,TRAIN_3196,I am selling cookies by the case.,Ross,336,joy
3197,TRAIN_3197,They call me: 'Cookie Dude!',Ross,336,joy
3198,TRAIN_3198,"Okay, stop what you’re doing, I need envelope stuffers, I need stamp lickers.....",Rachel,336,neutral
3199,TRAIN_3199,"Well hey, who did these resumes for ya?",Ross,336,surprise
3200,TRAIN_3200,Me! On my computer.,Chandler,336,joy
3201,TRAIN_3201,Hi.,Ross,337,neutral
3202,TRAIN_3202,Hey.  Soaps? Shampoos? Are you really taking all this stuff?,Chandler,337,surprise
3203,TRAIN_3203,Why not? It’s built into the price of the room.,Ross,337,neutral
3204,TRAIN_3204,Yeah but you don’t need——What is this?,Chandler,337,surprise
3205,TRAIN_3205,Thread!,Ross,337,joy
3206,TRAIN_3206,Score! Where are the disposable cameras?,Chandler,337,joy
3207,TRAIN_3207,What disposable cameras?,Ross,337,sadness
3208,TRAIN_3208,The cameras? Remember last night I told you to take them?,Chandler,337,surprise
3209,TRAIN_3209,No you didn’t.,Ross,337,neutral
3210,TRAIN_3210,"Yes! Remember? Right before we cut the cake, I went up to you and I said",Chandler,337,surprise
3211,TRAIN_3211,"Oh-oh yeah, you-you came up to me and asked if I could do you a favor, and my Uncle Murray came up to you and handed you a check.",Ross,337,neutral
3212,TRAIN_3212,"And then you said, ""Why do they call it a check?",Ross,337,neutral
3213,TRAIN_3213,"Why not a Yugoslavian?""",Ross,337,neutral
3214,TRAIN_3214,"Yeah, then you did that.",Ross,337,neutral
3215,TRAIN_3215,So you don’t have the cameras?!,Chandler,337,surprise
3216,TRAIN_3216,No. Sorry man.,Ross,337,sadness
3217,TRAIN_3217,So? What? What? They’re gone! Monica’s gonna freak!,Chandler,337,surprise
3218,TRAIN_3218,"Well, I’m sure they’re still somewhere here in the hotel. I’ll-I’ll help you look for them.",Ross,337,neutral
3219,TRAIN_3219,Great.,Chandler,337,anger
3220,TRAIN_3220,In-in three minutes.,Ross,337,neutral
3221,TRAIN_3221,"Uhh, Rachel, my parents",Joshua,338,neutral
3222,TRAIN_3222,Ohh! It’s so nice to meet you.  Hello.,Rachel,338,joy
3223,TRAIN_3223,"Hello. Well, Joshua, that $500 was for groceries.",Mrs. Burgin,338,neutral
3224,TRAIN_3224,What?,Rachel,338,surprise
3225,TRAIN_3225,"This-this, no, oh no, no-no-no, this is not—that’s-that’s not what it is.",Rachel,338,joy
3226,TRAIN_3226,"See, see, okay, I work in fashion, see and-and, this is a real dress actually.",Rachel,338,neutral
3227,TRAIN_3227,"It’s-it’s, they’re-they’re wearing it in Milan, so part of my job is too wear the clothes, and then I see how people respond, and then I report back to my superiors at",Rachel,338,neutral
3228,TRAIN_3228,Maybe in L.A?,Mrs. Burgin,338,neutral
3229,TRAIN_3229,Yes!,Rachel,338,joy
3230,TRAIN_3230,There you go.,Joshua,338,neutral
3231,TRAIN_3231,"So, have you kids eaten yet?",Mr. Burgin,338,neutral
3232,TRAIN_3232,"Well, we were going to do that after—I mean umm, next.",Rachel,338,neutral
3233,TRAIN_3233,"Well, we’re starving, why don’t we all go get something to eat?",Mr. Burgin,338,neutral
3234,TRAIN_3234,"Oh, yeah, well… Yeah, no use wasting this baby, just lyin’ around the house.",Rachel,338,neutral
3235,TRAIN_3235,So… We go eat.,Mr. Burgin,338,neutral
3236,TRAIN_3236,Yes.,Rachel,338,neutral
3237,TRAIN_3237,"You’ll wear that. We’ll be eating, and of course, you’ll be wearing that.",Mr. Burgin,338,neutral
3238,TRAIN_3238,Well I guess I should’ve thought about my wife and kids before I talked back to chef Geller!,Joey,339,neutral
3239,TRAIN_3239,Thanks.,Monica,339,neutral
3240,TRAIN_3240,Enough!,Monica,339,anger
3241,TRAIN_3241,Lean lean lean,Joey,339,joy
3242,TRAIN_3242,Let me see that.,Chandler,340,neutral
3243,TRAIN_3243,This one right here.,Joey,341,neutral
3244,TRAIN_3244,Triskaidekaphobia.,Chandler,342,neutral
3245,TRAIN_3245,The fear of,Ross,342,neutral
3246,TRAIN_3246,"No! No, fear of the number 13.",Joey,342,neutral
3247,TRAIN_3247,"It’s possible, they have really sharp edges.",Ross,342,neutral
3248,TRAIN_3248,"All right Chandler, you’re up.",Joey,342,neutral
3249,TRAIN_3249,"Wait a minute, I-I believe I’m entitled to use my Angel Pass for a free turn?",Ross,342,joy
3250,TRAIN_3250,This game makes no sense!,Chandler,342,anger
3251,TRAIN_3251,Y’know what? You’re just upset because you’re losing.,Ross,342,joy
3252,TRAIN_3252,"Oh come on Ross, I think we’re all losers here.",Chandler,342,neutral
3253,TRAIN_3253,"All right. Chandler, you can either spin the wheel or pick a Google card.",Joey,342,neutral
3254,TRAIN_3254,Let me think. Let me think—Oh! I don’t care.,Chandler,342,anger
3255,TRAIN_3255,You-you must choose Mr. Bing.,Joey,342,neutral
3256,TRAIN_3256,"Either, it makes no difference.",Chandler,342,neutral
3257,TRAIN_3257,"Choose, you jackass!",Joey,342,anger
3258,TRAIN_3258,I’ll take a card.,Chandler,342,neutral
3259,TRAIN_3259,"Okay, you picked the Gimmie card! You get all of Ross’s points!",Joey,342,joy
3260,TRAIN_3260,What?!,Ross,342,surprise
3261,TRAIN_3261,This game is kinda fun.,Chandler,342,joy
3262,TRAIN_3262,You don’t think it’s a little crazy that you get all my points just ‘cause you,Ross,342,neutral
3263,TRAIN_3263,I don’t think the contestants are supposed to speak to each other.,Chandler,342,neutral
3264,TRAIN_3264,"Hello?  Oh, hi Ross!  See? Other people call me!",Monica,343,surprise
3265,TRAIN_3265,Very funny Ross!,Joey,344,joy
3266,TRAIN_3266,Very life-like and funny.,Joey,344,neutral
3267,TRAIN_3267,Okay.,Joey,344,neutral
3268,TRAIN_3268,"Oh no-no-no, I wasn't waving at you lady.",Joey,344,neutral
3269,TRAIN_3269,"Whoa, maybe I was!",Joey,344,surprise
3270,TRAIN_3270,"Get in there man! Flirt back, mix it up!",Monica,344,joy
3271,TRAIN_3271,"Yeah, I-I-I'm down with that.",Joey,344,joy
3272,TRAIN_3272,"Okay, here goes.",Joey,344,fear
3273,TRAIN_3273,How  you  a-doin'?,Joey,344,neutral
3274,TRAIN_3274,It worked!,Joey,344,surprise
3275,TRAIN_3275,She's waving me over.,Joey,344,joy
3276,TRAIN_3276,"Okay, I-I-I'll be right over.",Joey,344,joy
3277,TRAIN_3277,"Let's see, she's on the third floor",Joey,344,neutral
3278,TRAIN_3278,"Wow! She is pretty, huh?",Monica,344,surprise
3279,TRAIN_3279,"Tell me about it, huh?  Oh no-no-no, I'm not with her, she's just Monica!  Ewwuck!",Joey,344,disgust
3280,TRAIN_3280,Hey!,Rachel,345,neutral
3281,TRAIN_3281,Hey!,Phoebe,345,neutral
3282,TRAIN_3282,"Oh honey, I'm so sorry, you were right, this feels great!",Rachel,345,joy
3283,TRAIN_3283,"See? And you don't care if people are staring, it's just for a second cause then you're gone!",Phoebe,345,neutral
3284,TRAIN_3284,Gone! I mean its amazing Pheebs. I feel so free and so graceful.  Hey! Look out for the horse! Sorry!,Rachel,345,joy
3285,TRAIN_3285,"Oh come on guys, it’s not like I moved to Europe! I just moved across the hall! And",Chandler,346,joy
3286,TRAIN_3286,Ahh! Aren’t you dressed yet?,Monica,346,surprise
3287,TRAIN_3287,Am I naked again?!,Chandler,346,surprise
3288,TRAIN_3288,We’re supposed to meet my parents in 15 minutes.,Monica,346,neutral
3289,TRAIN_3289,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",Chandler,346,neutral
3290,TRAIN_3290,Wh?! What about my allergies?!,Monica,346,surprise
3291,TRAIN_3291,"Oh right, your allergies.  All her, she hates you.",Chandler,346,neutral
3292,TRAIN_3292,Shoot! We’re out of soda.,Monica,347,sadness
3293,TRAIN_3293,"Oh, I’ll go out and get you some.",Chandler,347,neutral
3294,TRAIN_3294,Really?!,Monica,347,surprise
3295,TRAIN_3295,"Nope! Because I’m not your boyfriend.  Hey Pheebs, how did it go?",Chandler,347,neutral
3296,TRAIN_3296,"Well, umm, my Mom’s friend, Phoebe, is actually my birth Mom.",Phoebe,347,sadness
3297,TRAIN_3297,I found a dried up seashores.,Chandler,347,neutral
3298,TRAIN_3298,"Sweety, what are you talking about?",Monica,347,surprise
3299,TRAIN_3299,"Oh, my new Mom, who-who’s a big, fat abandoner!",Phoebe,347,sadness
3300,TRAIN_3300,"Whoa, wait, Pheebs, wait a second! Don’t you wanna stay here and talk about it?",Joey,347,surprise
3301,TRAIN_3301,"No. I’m just, I wanna, I need to be alone.",Phoebe,347,sadness
3302,TRAIN_3302,Monica!,Phoebe,347,sadness
3303,TRAIN_3303,Oh.,Monica,347,neutral
3304,TRAIN_3304,Open it! Open it! Open it!,Rachel,348,joy
3305,TRAIN_3305,Yeah baby!,Ross,348,joy
3306,TRAIN_3306,So we never got to hear about your wedding!,Man,348,joy
3307,TRAIN_3307,"No, no, it was just our parents and 1 or 2 friends. It was a small wedding.",Ross,348,neutral
3308,TRAIN_3308,Hey!,Monica,349,joy
3309,TRAIN_3309,Hey!,Phoebe,349,joy
3310,TRAIN_3310,Hi!,Ross,349,joy
3311,TRAIN_3311,"So, do you guys wanna come and eat dinner at the restaurant    sometime in the next few weeks?",Monica,349,neutral
3312,TRAIN_3312,Sure!,Phoebe,349,joy
3313,TRAIN_3313,I'd love to!,Ross,349,joy
3314,TRAIN_3314,Well you,Monica,349,neutral
3315,TRAIN_3315,"Well, I can't give you a massage, because my licence has been    revoked again!",Phoebe,349,sadness
3316,TRAIN_3316,"Phoebe, what happened?",Ross,349,neutral
3317,TRAIN_3317,"Well, it was an accident...You know, it's a lot of oil and sometimes    the hand just slips!",Phoebe,349,neutral
3318,TRAIN_3318,Have I got a surprise for you? Pack your bags!,Chandler,349,joy
3319,TRAIN_3319,Oh no!You guys aren't supposed to get divorced for 7 years!,Phoebe,349,surprise
3320,TRAIN_3320,"Umm, this is nice.",Chandler,350,neutral
3321,TRAIN_3321,"I know, it is isn’t it?",Monica,350,joy
3322,TRAIN_3322,"No, I mean it, this feels really good. Is it a hundred percent cotton?",Chandler,350,joy
3323,TRAIN_3323,"Yeah! And I got it on sale, too.",Monica,350,joy
3324,TRAIN_3324,"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",Chandler,350,neutral
3325,TRAIN_3325,"Well, if you wanna get a drink later we can.",Monica,350,neutral
3326,TRAIN_3326,"Oh yeah, that sounds great.  Oh, and listen, it’s, it’s gonna be....",Chandler,350,neutral
3327,TRAIN_3327,I know. Thanks.,Monica,350,neutral
3328,TRAIN_3328,So? Come on! Explain yourself Geller! First you get my Rachel pregnant!,Dr. Green,351,anger
3329,TRAIN_3329,You got Rachel pregnant?!,Mona,351,surprise
3330,TRAIN_3330,Who did?!,Ross,351,surprise
3331,TRAIN_3331,You did!,Dr. Green,351,anger
3332,TRAIN_3332,"Yes. Yes, yes I did.  But-but it was, it was just a one night thing. It meant nothing.",Ross,351,fear
3333,TRAIN_3333,Oh? Really? That’s what my daughter means to you? Nothing?,Dr. Green,351,anger
3334,TRAIN_3334,"No! No sir umm, she means a lot to me. I mean, I care—I-I love Rachel.",Ross,351,fear
3335,TRAIN_3335,What?!,Mona,351,surprise
3336,TRAIN_3336,"Oh but not that way. I mean…I mean I’m not in love with her. I love her like a, like a friend.",Ross,351,joy
3337,TRAIN_3337,Oh really? That’s how treat a friend? You get her in trouble and then refuse to marry her?,Dr. Green,351,anger
3338,TRAIN_3338,Hey! I offered to marry her!,Ross,351,anger
3339,TRAIN_3339,Wh,Mona,351,joy
3340,TRAIN_3340,But I didn’t want to.,Ross,351,anger
3341,TRAIN_3341,Well why not? So you can spend your time with this tramp?!,Dr. Green,351,anger
3342,TRAIN_3342,Tramp?!,Mona,351,surprise
3343,TRAIN_3343,"I’m sorry. Dr. Green, Mona. Mona, Dr. Green.",Ross,351,joy
3344,TRAIN_3344,"Yes, Fran.",Chandler,352,neutral
3345,TRAIN_3345,"I know what time it is, but I'm looking at the WENUS and I'm not happy!...",Chandler,352,anger
3346,TRAIN_3346,"Oh, really, really, really?",Chandler,352,joy
3347,TRAIN_3347,"Well, let me tell you something... you will care about it, because I care about it!",Chandler,352,anger
3348,TRAIN_3348,You got it?,Chandler,352,neutral
3349,TRAIN_3349,Good!,Chandler,352,joy
3350,TRAIN_3350,Whooooaaaa....,Chandler,352,surprise
3351,TRAIN_3351,Bijan for men?  Bijan for men?  Bijan for men?,Joey,353,neutral
3352,TRAIN_3352,"Hey, Joey. So did you hear about the new guy?",Annabelle,353,neutral
3353,TRAIN_3353,I could have birds.,Mr. Heckles,354,neutral
3354,TRAIN_3354,"Okay, Mr. Heckles, we'll try to keep it down.",Monica,354,neutral
3355,TRAIN_3355,Thank you. I'm going to rejoin my dinner party.,Mr. Heckles,354,neutral
3356,TRAIN_3356,"All right, bye-bye.",Rachel,354,neutral
3357,TRAIN_3357,"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",Chandler,354,neutral
3358,TRAIN_3358,We'll give you Janice.,Ross,354,neutral
3359,TRAIN_3359,"I miss Janice though.  ""Hello, Chandler Bing.""",Phoebe,354,neutral
3360,TRAIN_3360,"""Oh, my, god.""",Rachel,354,surprise
3361,TRAIN_3361,"""Oh, Chandler, now, now, that's it. There, faster!""",Joey,354,joy
3362,TRAIN_3362,"Stop with the broom, we're not making noise.",Monica,354,neutral
3363,TRAIN_3363,We won. We won!,Rachel,354,joy
3364,TRAIN_3364,Mr. Heckles.,Monica,354,neutral
3365,TRAIN_3365,How did this happen?,Rachel,354,neutral
3366,TRAIN_3366,He musta been sweeping. They found a broom in his hand.,Mr. Treeger,354,neutral
3367,TRAIN_3367,That's terrible.,Monica,354,anger
3368,TRAIN_3368,I know. I was sweeping yesterday. It coulda been me.,Mr. Treeger,354,neutral
3369,TRAIN_3369,"Sure, you coulda. You never know.",Ross,354,neutral
3370,TRAIN_3370,You never know.,Mr. Treeger,354,neutral
3371,TRAIN_3371,"Oh, I'm sorry.",Monica,355,sadness
3372,TRAIN_3372,Where's Chandler?,Rachel,355,neutral
3373,TRAIN_3373,"Oh, he needed some time to grieve.",Phoebe,355,neutral
3374,TRAIN_3374,I'm free! I'm free!,Chandler,355,joy
3375,TRAIN_3375,That oughta do it.,Phoebe,355,neutral
3376,TRAIN_3376,"Hey, look at me. I'm making jam, been at it since 4 o'clock this morning.",Monica,356,sadness
3377,TRAIN_3377,Where'd you get fruit at four in the morning?,Ross,356,surprise
3378,TRAIN_3378,Went down to the docks. Bet ya didn't know you could get it wholesale.,Monica,356,neutral
3379,TRAIN_3379,I didn't know there were docks.,Rachel,356,surprise
3380,TRAIN_3380,Hey.,Joey,356,neutral
3381,TRAIN_3381,Hey.,Chandler,356,neutral
3382,TRAIN_3382,"Aww, is it broken?",Ross,356,sadness
3383,TRAIN_3383,"No, I gotta wear this thing for a couple weeks.",Joey,356,joy
3384,TRAIN_3384,Did you tell the doctor you did it jumping up and down on your bed?,Rachel,356,neutral
3385,TRAIN_3385,Nooo. I had a story all worked out but then Chandler sold me out.,Joey,356,sadness
3386,TRAIN_3386,"Well, I'm sorry Joe. I didn't think the doctor was gonna buy that it just *fell* out of the socket.",Chandler,356,anger
3387,TRAIN_3387,What is this? Fruit?,Joey,356,surprise
3388,TRAIN_3388,Monica's making jam.,Rachel,356,neutral
3389,TRAIN_3389,"Whoa, jam! I love jam!  Hey, how come we never have jam at our place?",Joey,356,joy
3390,TRAIN_3390,Because the kids need new shoes.,Chandler,356,neutral
3391,TRAIN_3391,I'm going into business people.,Monica,356,neutral
3392,TRAIN_3392,I'm sick and tired of being depressed about Richard.,Monica,356,neutral
3393,TRAIN_3393,"I needed a plan, a plan to get over my man.",Monica,356,anger
3394,TRAIN_3394,What's the opposite of man?,Monica,356,neutral
3395,TRAIN_3395,Jam.,Monica,356,neutral
3396,TRAIN_3396,Oh Joey don't!,Monica,356,fear
3397,TRAIN_3397,It's way to hot.,Monica,356,anger
3398,TRAIN_3398,This will just be my batch.,Joey,356,neutral
3399,TRAIN_3399,Why? Do you think he’s still mad at us?,Monica,357,surprise
3400,TRAIN_3400,Well he’s probably mad after you called him this morning to borrow his goggles.,Chandler,357,neutral
3401,TRAIN_3401,What? Mine aren’t tinted.,Joey,357,surprise
3402,TRAIN_3402,Here you go Pheebs. Who else wants one of my special homemade brownies?,Rachel,358,neutral
3403,TRAIN_3403,I will have one.,Chandler,358,neutral
3404,TRAIN_3404,"Okay, I’m not gonna have one.",Chandler,358,neutral
3405,TRAIN_3405,"No, no, it’s just my tooth.",Phoebe,358,sadness
3406,TRAIN_3406,All right I’ll have one.,Chandler,358,neutral
3407,TRAIN_3407,"So what’s a matter, you need a dentist? I’ve got a good one.",Ross,358,neutral
3408,TRAIN_3408,"No thanks, I have a good one too. I just, I, I can’t see him.",Phoebe,358,fear
3409,TRAIN_3409,See that is the problem with invisible dentists.,Chandler,358,neutral
3410,TRAIN_3410,Why? Why can’t you go to him?,Ross,358,surprise
3411,TRAIN_3411,"Because, every time I go to the dentist, somebody dies.",Phoebe,358,anger
3412,TRAIN_3412,"That is so weird, because every time I go to the dentist, I look down the hygienist’s blouse.",Chandler,358,joy
3413,TRAIN_3413,"Phoebe, what? Umm...what?!",Rachel,358,surprise
3414,TRAIN_3414,"Yeah, yeah, first there was my aunt Mary, and then there was umm, John, my mailman, and then my, my cowboy friend ‘Albino Bob’.",Phoebe,358,neutral
3415,TRAIN_3415,And all these people actually died?,Rachel,358,surprise
3416,TRAIN_3416,"Yes, while I was in the chair!",Phoebe,358,sadness
3417,TRAIN_3417,"That’s why I take such good care of my teeth now, y'know, it’s not about oral hygiene, I floss to save lives!",Phoebe,358,neutral
3418,TRAIN_3418,"Pheebs, come on, you didn’t kill anybody, these people just happened to die when you went to the dentist.",Ross,358,neutral
3419,TRAIN_3419,"It’s, it’s, it’s just ah, a coincidence.",Ross,358,neutral
3420,TRAIN_3420,"Well tell that to them. Oh! You can’t, their dead.",Phoebe,358,sadness
3421,TRAIN_3421,Hello?,Ross,359,surprise
3422,TRAIN_3422,Ross.,Emily,359,neutral
3423,TRAIN_3423,It was dreadful. I felt terrible about how I acted when you said those wonderful things.,Emily,359,sadness
3424,TRAIN_3424,"No, no, that-that, that’s all right. Umm, I’m just glad you called.",Ross,359,joy
3425,TRAIN_3425,"Ross umm, there’s something that I’ve got to tell you, there’s-there’s someone else.",Emily,359,joy
3426,TRAIN_3426,Does that mean the same thing in England as it does in America?,Ross,359,sadness
3427,TRAIN_3427,You know what? I'm not gonna be able to enjoy this.,Monica,360,sadness
3428,TRAIN_3428,"Yeah, I know, it's my birthday. We all should be here.",Ross,360,sadness
3429,TRAIN_3429,"So, let's go.",Chandler,360,neutral
3430,TRAIN_3430,"Well maybe, you know, maybe we should stay for one song.",Ross,360,neutral
3431,TRAIN_3431,"Yeah, I mean, it would be rude to them  for us to leave now.",Chandler,360,neutral
3432,TRAIN_3432,"You know, the guys are probably having a great time.",Monica,360,neutral
3433,TRAIN_3433,"Okay, I’ve got three of my five.",Ross,361,neutral
3434,TRAIN_3434,"Three of your five, what?",Rachel,361,neutral
3435,TRAIN_3435,Celebrities I’m allowed to sleep with.,Ross,361,neutral
3436,TRAIN_3436,Oh my God! You are giving this a lot of thought.,Rachel,361,surprise
3437,TRAIN_3437,"Yeah, it’s hard okay, I only have two spots left.",Ross,361,neutral
3438,TRAIN_3438,"All right, so who do you got it narrowed down to?",Chandler,361,neutral
3439,TRAIN_3439,"Okay, Elizabeth Hurely....",Ross,361,joy
3440,TRAIN_3440,"Oooh-hoo, very attractive, forgiving.",Chandler,361,surprise
3441,TRAIN_3441,Susan Sarandon.,Ross,361,neutral
3442,TRAIN_3442,"Eh, y'know what, she’s to political, she probably wouldn’t let you do it, unless you donated four cans of food first.",Chandler,361,disgust
3443,TRAIN_3443,And!! Isabella Rosselini.,Ross,361,joy
3444,TRAIN_3444,"Ooh-hoo. Very hot, very sexy. But ah, y'know she’s too international, y'know she’s never gonna be around.",Chandler,361,joy
3445,TRAIN_3445,So?,Rachel,361,neutral
3446,TRAIN_3446,"So, you gotta play the odds, pick somebody who’s gonna be in the country like all the time.",Chandler,361,neutral
3447,TRAIN_3447,"Yeah, ‘cause that’s why you won’t get Isabella Rosselini, geography.",Rachel,361,neutral
3448,TRAIN_3448,Oh that’s five Ross. Five women have had five babies! And I have had no babies! Why doesn’t she want to come out?,Rachel,362,sadness
3449,TRAIN_3449,Y’know what I think it is?,Ross,362,neutral
3450,TRAIN_3450,I think you’ve made such a nice home for her over the last nine months that she just doesn’t want to leave.,Ross,362,neutral
3451,TRAIN_3451,Oh. Look at you making up crap for me. Oh God!,Rachel,362,sadness
3452,TRAIN_3452,"Twenty-one hours, you’re a hero.",Dr. Long,362,neutral
3453,TRAIN_3453,Doctor you gotta do something! I think you gotta give me drugs or you gotta light a fire up in there and just smoke it out.,Rachel,362,sadness
3454,TRAIN_3454,"Actually, I think you’re ready to go to the delivery room.",Dr. Long,362,neutral
3455,TRAIN_3455,What?,Rachel,362,surprise
3456,TRAIN_3456,"Ten centimeters, you’re about to become a mom.",Dr. Long,362,neutral
3457,TRAIN_3457,My God. Okay.  Ha-ha-ha beat ya! Sucker!,Rachel,362,surprise
3458,TRAIN_3458,Are they here yet?,Carol,363,neutral
3459,TRAIN_3459,"No, honey, they're not, but don't worry, because we are going to find them, and until we do, we are all here for you, ok?",Rachel,363,neutral
3460,TRAIN_3460,Ok.,Carol,364,neutral
3461,TRAIN_3461,Hi.,Rachel,365,neutral
3462,TRAIN_3462,May I see your boarding pass?,Flight Attendant,365,neutral
3463,TRAIN_3463,"Oh, no, no, I don't have one. I just need to talk to my friend.",Rachel,365,neutral
3464,TRAIN_3464,"Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.",Flight Attendant,365,neutral
3465,TRAIN_3465,"No, I know, but I—he just went on.",Rachel,365,neutral
3466,TRAIN_3466,"He's right there, he's got the blue jacket on, I... can I j-just...",Rachel,365,sadness
3467,TRAIN_3467,No no no! Federal regulations!,Flight Attendant,365,anger
3468,TRAIN_3468,"OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is",Rachel,365,neutral
3469,TRAIN_3469,Alright. What's the message?,Flight Attendant,365,neutral
3470,TRAIN_3470,Uh... I don't know.,Rachel,365,neutral
3471,TRAIN_3471,"Sir? Sir? Excuse me, sir? Uh... I have a message for you.",Flight Attendant,365,neutral
3472,TRAIN_3472,What?,Man,365,neutral
3473,TRAIN_3473,"It's from Rachel. She said that she loved the present, and she will see you when you get back.",Flight Attendant,365,neutral
3474,TRAIN_3474,": Toby... Oh, for God's sake, I don't know what she's talking about!",Man,365,surprise
3475,TRAIN_3475,There's no Rachel!,Man,365,anger
3476,TRAIN_3476,"Here's the thing, Janice.",Chandler,366,neutral
3477,TRAIN_3477,"You know, I mean, it's like we're different.",Chandler,366,neutral
3478,TRAIN_3478,"I'm like the bing, bing, bing.",Chandler,366,anger
3479,TRAIN_3479,"You're like the boom, boom, ... boom.",Chandler,366,neutral
3480,TRAIN_3480,Ow!,Janice,366,surprise
3481,TRAIN_3481,"Oh, my god, I'm so sorry. Are you ok?",Chandler,366,anger
3482,TRAIN_3482,"Ow. Um, it's just my lens. It's just my lens. I'll be right back.",Janice,366,sadness
3483,TRAIN_3483,I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.,Chandler,366,sadness
3484,TRAIN_3484,Oh my god.  How many of those have you had?,Phoebe,366,surprise
3485,TRAIN_3485,"Oh, I don't know, a million?",Chandler,366,anger
3486,TRAIN_3486,"Chandler, easy, easy. Go to your happy place. La la la la la la la.",Phoebe,366,neutral
3487,TRAIN_3487,I'm fine.,Chandler,366,neutral
3488,TRAIN_3488,All right.,Phoebe,366,neutral
3489,TRAIN_3489,I'm not fine. Here she comes.,Chandler,366,fear
3490,TRAIN_3490,Wait here. Breathe.,Phoebe,366,neutral
3491,TRAIN_3491,How do you do that?,Chandler,366,surprise
3492,TRAIN_3492,It's like a gift.,Phoebe,366,neutral
3493,TRAIN_3493,We should always always break up together.,Chandler,366,neutral
3494,TRAIN_3494,"Oh, I'd like that.",Phoebe,366,neutral
3495,TRAIN_3495,You win.,Chandler,367,anger
3496,TRAIN_3496,"Well, what did you have?",Joey,367,neutral
3497,TRAIN_3497,It doesn’t matter because nothing beats a three and a six.,Chandler,367,joy
3498,TRAIN_3498,That my friend is D-Cup.,Chandler,367,neutral
3499,TRAIN_3499,"Okay, now much have you won so far?",Chandler,367,neutral
3500,TRAIN_3500,"Uh,  wow, 700.",Joey,367,surprise
3501,TRAIN_3501,Not 700 exactly?,Chandler,367,surprise
3502,TRAIN_3502,Yeah.,Joey,367,neutral
3503,TRAIN_3503,Double it!,Chandler,367,joy
3504,TRAIN_3504,What?,Joey,367,surprise
3505,TRAIN_3505,"Well you see in Cups, once you get $700, you have to double it.",Chandler,367,neutral
3506,TRAIN_3506,Really?,Joey,367,surprise
3507,TRAIN_3507,"Hey, I didn’t make up the rules.",Chandler,367,neutral
3508,TRAIN_3508,"Now, after you receive the doubling bonus, you get uh, one card.",Chandler,367,neutral
3509,TRAIN_3509,"Now that one card could be worth $100 bringing your total to 1,500.",Chandler,367,neutral
3510,TRAIN_3510,Don’t get to excited because that’s not gonna happen unless you get—No way!,Chandler,367,surprise
3511,TRAIN_3511,"I’m, I’m sorry you didn’t get to go to Spacecamp, and I’m hoping that maybe somehow, this may make up for it.",Ross,368,sadness
3512,TRAIN_3512,Presenting Sarah Tuttle’s Private Very Special Spacecamp!,Ross,368,joy
3513,TRAIN_3513,!,Ross,369,neutral
3514,TRAIN_3514,"Really Mr. Geller, you don’t have to do this.",Sarah,370,neutral
3515,TRAIN_3515,Oh come on! Here we go!  Stand by for mission countdown!,Ross,370,joy
3516,TRAIN_3516,I’m an alien. I’m an alien.,Chandler,370,neutral
3517,TRAIN_3517,Oh no! An asteroid!,Ross,370,surprise
3518,TRAIN_3518,Hey.,Joey,371,neutral
3519,TRAIN_3519,Hey.,Monica,371,neutral
3520,TRAIN_3520,Where you going?,Joey,371,neutral
3521,TRAIN_3521,To the bank.,Monica,371,neutral
3522,TRAIN_3522,Sperm or regular?,Joey,371,neutral
3523,TRAIN_3523,Sperm.,Monica,371,neutral
3524,TRAIN_3524,"So you're really doing this, huh?",Joey,371,surprise
3525,TRAIN_3525,"Oh yeah, picked a guy, 37135.",Monica,371,neutral
3526,TRAIN_3526,Sounds nice.,Joey,371,neutral
3527,TRAIN_3527,"Fraid so. Brown hair, green eyes...",Monica,371,neutral
3528,TRAIN_3528,"No kiddin', hmm.",Joey,371,surprise
3529,TRAIN_3529,What?,Monica,371,sadness
3530,TRAIN_3530,"What's wrong, sweetie?",Roger,372,neutral
3531,TRAIN_3531,"Nothing, nothing.",Phoebe,372,joy
3532,TRAIN_3532,"Aaaah, what's wrong, c'mon.",Roger,372,joy
